user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,clean_hashtags,clean_text,clean_tweets,label,classes
"Scott Colson, MD",Minnesota,"Family physician at @voyagehealthmn, Dad of 2, Husband to Caroline, genealogy nut. Graduate of @unevadareno twice (BS, MD). @starwars and @harrypotterfilm nerd",2015-05-10 00:38:00,327.0,982.0,19670.0,True,2021-01-19 14:46:00,"#COVIDvaccine update:

Night of day 2 - random right ankle pain (arthritis?) - no meds, went to bed.  

Morning of… https://t.co/RX4KUnvIyj",['COVIDvaccine'],Twitter Web App,False,covidvaccine,covidvaccine updatenight of day 2 random right ankle pain arthritis no meds went to bed morning of,covidvaccine update night of day random right ankle pain arthritis no med went to bed morning of,opinion,1
Christina,"Colorado Springs, CO",,2009-11-05 23:43:00,174.0,329.0,1000.0,False,2021-02-25 23:13:00,My dad got his #COVIDVaccine and I literally cried!,['COVIDVaccine'],Twitter for iPhone,False,covidvaccine,my dad got his covidvaccine and i literally cried,my dad got his covidvaccine and i literally cried,opinion,1
TESTD,United States of America,Getting back to work safely!,2020-06-06 18:36:00,6.0,8.0,6.0,True,2021-01-25 16:42:00,"It is always better to be aware of what you intake. 

SHARE this message to spread awareness
_
#gettested
.
.
.
.
F… https://t.co/Ecs5QYhz8i",['gettested'],Twitter for iPhone,False,gettested,it is always better to be aware of what you intake share this message to spread awarenessgettestedf,it is always better to be aware of what you intake share this message to spread awareness gettested f,opinion,1
Cory Clark,"Philadelphia, PA","Is a photojournalist contributor W/ AP, AFP, Getty Images and numerous other outlets, he is a regular correspondent for The Local in NW Philly.",2011-10-25 14:08:00,1202.0,2926.0,26168.0,True,2021-04-09 18:05:00,Got my J &amp; J #CovidVaccine today after photographing for the pop up event for the @EastFallsLocal. Just in time for… https://t.co/2qv49ZOYRT,['CovidVaccine'],Twitter for Android,False,covidvaccine,got my j amp j covidvaccine today after photographing for the pop up event for the just in time for,got my j j covidvaccine today after photographing for the pop up event for the just in time for,opinion,1
Brooks Herring,"Columbia, SC",Tailgate music. Bonfire lighting. Beer bottle microphones. Pure Music ...:: - God - Family - Country - Navy - Gamecock - Football - BBQ - ::...,2014-09-11 14:27:00,301.0,586.0,120.0,True,2021-04-08 20:43:00,Shoulda got the Johnson &amp; Johnson tear-free #vaccine... this @pfizer shot got me hurtin... @JNJCares #COVID19… https://t.co/A2D1B27s18,"['vaccine', 'COVID19']",Twitter for iPhone,False,"vaccine, covid19",shoulda got the johnson amp johnson tearfree vaccine this shot got me hurtin covid19,shoulda got the johnson johnson tear free vaccine this shot got me hurtin covid,opinion,1
Pakistan Corporate Updates,Pakistan,"Reporting affairs & economic news related to Pakistan & the world . All news updates are taken from 3rd parties.
Climate Awareness & impact on economies.",2017-12-02 10:20:00,2985.0,370.0,847.0,True,2021-01-15 11:52:00,"#January15 

8. #Pakistan has neither placed any final order yet to acquire #COVID19 vaccine nor any vaccine manufa… https://t.co/Rg8qHP9doX","['January15', 'Pakistan', 'COVID19']",Twitter Web App,False,"january15, pakistan, covid19",january15 8 pakistan has neither placed any final order yet to acquire covid19 vaccine nor any vaccine manufa,january pakistan ha neither placed any final order yet to acquire covid vaccine nor any vaccine manufa,fact/announcement,0
Jobi Teague ⛄ 🇺🇸 🇪🇸,Miami/DC/Los Angeles,"Criminal prosecutor/Multi-jurisdictional lawyer. Quick wit appreciated. RTs are not endorsements. English/Español.
FLORIDA GATORS FANATIC @GatorsFB #GoGators",2015-08-29 09:33:00,13479.0,1557.0,1969.0,True,2021-01-30 01:31:00,I guess it was the nurse’s time to take a stab at it.  #ojsimpson #CovidVaccine #COVID19 https://t.co/pXnpp7E986,"['ojsimpson', 'CovidVaccine', 'COVID19']",Twitter for iPad,False,"ojsimpson, covidvaccine, covid19",i guess it was the nurses time to take a stab at it ojsimpson covidvaccine covid19,i guess it wa the nurse s time to take a stab at it ojsimpson covidvaccine covid,opinion,1
G.B. Lindsey,California,Romance. Horror. Sci-fi. Queer. Sometimes all at once. Writer repped by Saritza Hernandez; HitRecorder. Standard Candle on sale now! she/her/hers,2012-05-14 05:31:00,235.0,245.0,4906.0,True,2020-12-31 02:21:00,"Vaccine, Round One: check. 

#CovidVaccine #COVID19","['CovidVaccine', 'COVID19']",Twitter for Android,False,"covidvaccine, covid19",vaccine round one check covidvaccine covid19,vaccine round one check covidvaccine covid,opinion,1
Medical Dialogues,"New Delhi, Delhi",Medical and Health News portal In India,2015-06-16 07:34:00,5049.0,1649.0,48.0,True,2020-09-29 07:22:00,Union Health Minister unveils Web Portal For COVID-19 Vaccine #drharshvardhan #healthminister #ministryofhealth… https://t.co/EgKJinxI4R,"['drharshvardhan', 'healthminister', 'ministryofhealth']",Hocalwire Social Share,False,"drharshvardhan, healthminister, ministryofhealth",union health minister unveils web portal for covid19 vaccine drharshvardhan healthminister ministryofhealth,union health minister unveils web portal for covid vaccine drharshvardhan healthminister ministryofhealth,fact/announcement,0
Give Tara Dublin Josh Hawley’s Book Deal,"Portland, Oregon","Writer. Jersey Girl stuck in PDX. Mom of the 2 best sons ever. Voiceover. Contributor @HillReporter. Don’t even try it with me, MAGAts & Qidiots. #IAmAntifa",2009-06-26 21:48:00,64142.0,16565.0,311220.0,True,2021-01-22 20:49:00,Once again: I GOT A REGULAR FLU SHOT. The one you get every year. Not the #CovidVaccine. I’ll #WearAMask  &amp; wait un… https://t.co/7l4d4NB75U,"['CovidVaccine', 'WearAMask']",Twitter for iPhone,False,"covidvaccine, wearamask",once again i got a regular flu shot the one you get every year not the covidvaccine ill wearamask amp wait un,once again i got a regular flu shot the one you get every year not the covidvaccine i will wearamask wait un,opinion,1
Christ danial,Pakistan,God first. Christian in Pakistan. I love Jesus Christ. College student. My whatsapp number +923111422180,2020-05-14 18:11:00,117.0,51.0,3481.0,True,2021-01-31 17:47:00,"My whatsapp number +923111422180

#EdSer #sundayvibes #GME #HappyJihyoDay #zonaba #CovidVaccine #Naagin5 #MrQueen","['EdSer', 'sundayvibes', 'GME', 'HappyJihyoDay', 'zonaba', 'CovidVaccine', 'Naagin5', 'MrQueen']",Twitter for Android,False,"edser, sundayvibes, gme, happyjihyoday, zonaba, covidvaccine, naagin5, mrqueen",my whatsapp number 923111422180edser sundayvibes gme happyjihyoday zonaba covidvaccine naagin5 mrqueen,my whatsapp number edser sundayvibes gme happyjihyoday zonaba covidvaccine naagin mrqueen,fact/announcement,0
DIANE ^ Viva Las Vegas 🌈🐶😺😷,"Las Vegas, NV","Democrat. Retired engineer, cosmetologist. Survived many illnesses/diseases; living with some. Love hubby, granddaughter, kids and their kids. Worship our pup.",2009-02-28 04:33:00,1430.0,2884.0,89085.0,True,2021-01-08 21:20:00,My hubby got his second jab today! Fully vaccinated! #CovidVaccine #vaccinated #VaccinesSaveLives,"['CovidVaccine', 'vaccinated', 'VaccinesSaveLives']",Twitter for iPad,False,"covidvaccine, vaccinated, vaccinessavelives",my hubby got his second jab today fully vaccinated covidvaccine vaccinated vaccinessavelives,my hubby got his second jab today fully vaccinated covidvaccine vaccinated vaccinessavelives,opinion,1
Arun Ratnam,"South East, England","Gentleman of leisure. Love travel, wildlife, music, quizzing, eating out, art, films, reading",2015-08-11 19:54:00,45.0,28.0,2281.0,True,2021-02-10 16:16:00,@RobertC81441651 Several million have been jabbed so far. #lbilderberg can let us know how many of them  have had n… https://t.co/nEFyEEZmDf,['lbilderberg'],Twitter for iPad,False,lbilderberg,several million have been jabbed so far lbilderberg can let us know how many of them have had n,several million have been jabbed so far lbilderberg can let u know how many of them have had n,fact/announcement,0
Nick,,nerd | student | gamer,2014-05-13 23:48:00,60.0,18.0,7163.0,False,2021-03-24 00:37:00,I got my first #CovidVaccine shot so that’s cool,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,i got my first covidvaccine shot so thats cool,i got my first covidvaccine shot so that is cool,opinion,1
Jon Boles,,,2019-09-29 01:38:00,17.0,4.0,153.0,True,2021-02-11 04:24:00,If there is a disparity among #PeopleOfColor getting the #CovidVaccine and those nasty #WhitePeople who may get in… https://t.co/hVNIWLT4Qc,"['PeopleOfColor', 'CovidVaccine', 'WhitePeople']",Twitter Web App,False,"peopleofcolor, covidvaccine, whitepeople",if there is a disparity among peopleofcolor getting the covidvaccine and those nasty whitepeople who may get in,if there is a disparity among peopleofcolor getting the covidvaccine and those nasty whitepeople who may get in,opinion,1
Trevor Campbell,Surrey UK,DJ 🎧. Single dad that loves his daughter #ChelseaFC #Greyhounds #MercedesBenz #Sunshine #JackDaniels #Gin and of course my Twitterbuds 👍,2010-03-10 02:40:00,232594.0,218508.0,68929.0,False,2021-03-04 14:27:00,Cor no energy today twitterbuds. I was warned about side effects after #CovidVaccine but I thought it won't affect me 😂,['CovidVaccine'],Twitter for Android,False,covidvaccine,cor no energy today twitterbuds i was warned about side effects after covidvaccine but i thought it wont affect me,cor no energy today twitterbuds i wa warned about side effect after covidvaccine but i thought it will not affect me,opinion,1
Harvard Davis,London UK,Team restructure specialist/ author/ novelist of The Tsar’s Banker trilogy who likes to see things from a different viewpoint,2010-02-04 10:44:00,1972.0,1424.0,445.0,True,2021-01-27 17:40:00,It seems to me the #EU politicians are desperately looking around for people to blame for their own incompetence ov… https://t.co/vYmPippMdT,['EU'],Twitter Web App,False,eu,it seems to me the eu politicians are desperately looking around for people to blame for their own incompetence ov,it seems to me the eu politician are desperately looking around for people to blame for their own incompetence ov,opinion,1
Jenny Donadio,"New York, NY",NYC to NJ to Ohio to California and then back to NYC - This is only the beginning of my story! Ready for the real adventure to begin!,2010-08-03 02:20:00,1412.0,3922.0,67980.0,False,2021-04-12 11:10:00,"Covid is still real, people. Please continue to #WearAMask, #SocialDistance, and #WashYourHands. Get the vaccine to… https://t.co/uKFnWOB2JX","['WearAMask', 'SocialDistance', 'WashYourHands']",Twitter for iPhone,False,"wearamask, socialdistance, washyourhands",covid is still real people please continue to wearamask socialdistance and washyourhands get the vaccine to,covid is still real people please continue to wearamask socialdistance and washyourhands get the vaccine to,opinion,1
Md Saiful🗨️,"Medinipur, West Bengal, India","⏩President, Midnapur(W) Dist. Youth Congress
⏩MP Contesting Candidate 32,Ghatal Lok Sabha
⏩PCC MEMBER,WB
⏩Former President, Dist CP(NSUI)
⏩Former VP, State NSUI",2017-10-27 04:51:00,122.0,153.0,215.0,True,2020-08-14 11:06:00,"We definitely need to be one step forward. We need to create the infrastructure rapidly.
#CovidVaccine https://t.co/8FyoCQtBJx",['CovidVaccine'],Twitter for Android,False,covidvaccine,we definitely need to be one step forward we need to create the infrastructure rapidlycovidvaccine,we definitely need to be one step forward we need to create the infrastructure rapidly covidvaccine,opinion,1
"Kimberly Kho, MD, MPH","Dallas, TX","Gynecologist, sugeon, women's health advocate @utswnews. Seeker of ideas & connections to improve health & well-being. Tweets my own.",2012-09-30 00:05:00,332.0,276.0,776.0,True,2021-02-10 20:27:00,"🙌to Emily Adhikari &amp; Cathy Spong weighing in on #COVIDVaccine  in #pregnancy @JAMA_current ""I am very supportive of… https://t.co/rs7UHUPr15","['COVIDVaccine', 'pregnancy']",Twitter for iPhone,False,"covidvaccine, pregnancy",to emily adhikari amp cathy spong weighing in on covidvaccine in pregnancy i am very supportive of,to emily adhikari cathy spong weighing in on covidvaccine in pregnancy i am very supportive of,fact/announcement,0
Coreen Tossona,Philadelphia,"She/her, human, freelance copywriter, marketing, branding, COVID comms. YA author (in progress).",2009-05-29 12:47:00,1965.0,1863.0,4456.0,False,2021-03-22 21:17:00,What the science says about 7 common COVID-19 vaccine myths #COVIDvaccine https://t.co/BIE4MyOdDC,['COVIDvaccine'],Twitter Web App,False,covidvaccine,what the science says about 7 common covid19 vaccine myths covidvaccine,what the science say about common covid vaccine myth covidvaccine,fact/announcement,0
Tiffany Arnett,Maryland,She/Her. Cat lady. Artist. Photographer. Writer. Historian. Mental Health Advocate.,2009-04-03 21:37:00,155.0,486.0,2751.0,True,2021-01-13 17:47:00,Also @Jim_Jordan he didn’t bring the #CovidVaccine. He didn’t even admit to there being a pandemic until recently.… https://t.co/nOSUe7Mupp,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,also he didnt bring the covidvaccine he didnt even admit to there being a pandemic until recently,also he did not bring the covidvaccine he did not even admit to there being a pandemic until recently,opinion,1
Kayleigh O’Shea,"Toledo, OH",Mom•PhD Hopeful•BA/MA English Lit UToledo•English Adjunct•Medievalist•Librarian•Tolkien Nerd•Biology Fiend•Former Ballerina•Runner•She/Her {own thoughts},2009-04-19 17:48:00,388.0,689.0,17039.0,False,2021-03-19 22:06:00,I’ve had a busy few days! Got my first #COVIDvaccine dose today and then went on my run - I’m already sore and tire… https://t.co/LQS6B7FlNh,['COVIDvaccine'],Twitter for iPhone,False,covidvaccine,ive had a busy few days got my first covidvaccine dose today and then went on my run im already sore and tire,i have had a busy few day got my first covidvaccine dose today and then went on my run i am already sore and tire,opinion,1
Long Live The Plague,Death Valley,My brain is sandwiched by Heavy Metal. Spreading the word. Reviews. Opinion not onion. Videos (soon).,2020-11-11 18:34:00,9.0,118.0,2.0,True,2020-11-17 09:27:00,@DollyParton aiding in the Covid Vaccine is working more than just 9 to 5. kudos #CovidVaccine #DollyParton,"['CovidVaccine', 'DollyParton']",Twitter Web App,False,"covidvaccine, dollyparton",aiding in the covid vaccine is working more than just 9 to 5 kudos covidvaccine dollyparton,aiding in the covid vaccine is working more than just to kudos covidvaccine dollyparton,opinion,1
TrailBlazer Staffing Solutions,"Dublin, OH",A premier #medicalstaffing firm that specializes in a wide range of specialties and contract types.,2018-07-11 16:45:00,27.0,86.0,40.0,False,2021-04-12 14:15:00,"Ramadan Mubarak to those of you who celebrate!

#trailblazer #trailblazerstaffing #medicalstaffing #jobs… https://t.co/nKYIassVnp","['trailblazer', 'trailblazerstaffing', 'medicalstaffing', 'jobs']",Hootsuite Inc.,False,"trailblazer, trailblazerstaffing, medicalstaffing, jobs",ramadan mubarak to those of you who celebratetrailblazer trailblazerstaffing medicalstaffing jobs,ramadan mubarak to those of you who celebrate trailblazer trailblazerstaffing medicalstaffing job,fact/announcement,0
Jennifer Vejvoda,,"📍Madison, WI 📸 Photographer 👉 Insta: jenannmadison",2016-08-19 13:42:00,23.0,156.0,443.0,False,2021-02-19 16:24:00,#vaccine dose #2 done! Thank you @PublicHealthMDC &amp; @GovEvers for creating such a smooth process. 1 million doses a… https://t.co/DI9kEybrpS,['vaccine'],Twitter for iPhone,False,vaccine,vaccine dose 2 done thank you amp for creating such a smooth process 1 million doses a,vaccine dose done thank you for creating such a smooth process million dos a,opinion,1
"Susan C. Mirabal, MD, MS","New York, NY",🗽IM resident physician| 👶🏻 mother| 🐶 lover| 👩🏻 and minority advocate| med ed hustler 💪🏼 | addiction medicine aficionado,2019-08-28 03:20:00,32.0,74.0,199.0,False,2021-02-22 21:49:00,@AOC helps us get more ppl vaccinated #COVIDー19 #COVID19Vaccine #CovidVaccine #GetVaccinated https://t.co/swtjyhuPOh,"['COVIDー19', 'COVID19Vaccine', 'CovidVaccine', 'GetVaccinated']",Twitter for iPhone,False,"covid19, covid19vaccine, covidvaccine, getvaccinated",helps us get more ppl vaccinated covid19 covid19vaccine covidvaccine getvaccinated,help u get more ppl vaccinated covid covid vaccine covidvaccine getvaccinated,opinion,1
Deagol Runs On Dunkin,,"I fight for justice and equality. I fight against fascism and shady politics. Wear your damned masks. Stay 6 feet away from me, even after COVID goes away.",2020-11-07 23:17:00,15.0,64.0,1159.0,True,2020-12-30 18:02:00,A fantastic vaccine analogy #CovidVaccine #vaccines #VaccinesWork #VaccinesSaveLives #GetVaccinated https://t.co/Ves96GNE1m,"['CovidVaccine', 'vaccines', 'VaccinesWork', 'VaccinesSaveLives', 'GetVaccinated']",Twitter for iPhone,False,"covidvaccine, vaccines, vaccineswork, vaccinessavelives, getvaccinated",a fantastic vaccine analogy covidvaccine vaccines vaccineswork vaccinessavelives getvaccinated,a fantastic vaccine analogy covidvaccine vaccine vaccineswork vaccinessavelives getvaccinated,opinion,1
Alissa Stahler,New York,"“One good thing about music, when it hits- you feel no pain. So hit me with music.”-Bob Marley #BlackLivesMatter #BidenHarris #BeanArtsHero",2009-10-26 21:24:00,517.0,1715.0,7340.0,False,2021-02-17 22:04:00,@jaketapper Thank you for always covering the #COVIDVaccine Crisis and talking about the American people who have l… https://t.co/ObN7HXEZ09,['COVIDVaccine'],Twitter for iPhone,False,covidvaccine,thank you for always covering the covidvaccine crisis and talking about the american people who have l,thank you for always covering the covidvaccine crisis and talking about the american people who have l,fact/announcement,0
Business Today,India,India's leading business magazine. Reports latest news on business and economy. Tweets magazine features. (Also at https://t.co/B0XCvEPMki),2010-06-30 14:55:00,1082658.0,376.0,2066.0,True,2021-01-15 05:40:00,"Can COVID-19 vaccine cause infertility? Here's what Dr Harsh Vardhan has to say
#CovidVaccine #CoronaVaccine 
https://t.co/BkmzdEaGty","['CovidVaccine', 'CoronaVaccine']",Twitter Web App,False,"covidvaccine, coronavaccine",can covid19 vaccine cause infertility heres what dr harsh vardhan has to saycovidvaccine coronavaccine,can covid vaccine because infertility here is what dr harsh vardhan ha to say covidvaccine coronavaccine,fact/announcement,0
Melissa Mick,Cleveland,K12 teacher ➡️ #studentaffairs admin ➡️ #interprofessionaleducation admin. Nonacademic. Improving the #studentexperience. @cwruteamimpact Views are my own.,2021-02-20 01:35:00,13.0,133.0,31.0,False,2021-02-23 21:56:00,One place to get several questions about the #covidvaccine answered. https://t.co/tBS3mmCGm5,['covidvaccine'],Twitter for iPhone,False,covidvaccine,one place to get several questions about the covidvaccine answered,one place to get several question about the covidvaccine answered,fact/announcement,0
Truths Rising,,,2021-02-04 23:26:00,0.0,0.0,15.0,True,2021-02-08 21:27:00,"#COVIDー19 conspiracy! Stands for #Certificate Of #vaccine #ID!👇#COVID19 is a #Hoax!
Using sick elderly dying in nur… https://t.co/KNVsMz72Kq","['COVIDー19', 'Certificate', 'vaccine', 'ID', 'COVID19', 'Hoax']",Twitter for iPhone,False,"covid19, certificate, vaccine, id, covid19, hoax",covid19 conspiracy stands for certificate of vaccine idcovid19 is a hoaxusing sick elderly dying in nur,covid conspiracy stand for certificate of vaccine id covid is a hoax using sick elderly dying in nur,opinion,1
IAVA,USA,Iraq & Afghanistan Veterans of America remains the most important organization representing the new generation of vets. –@TIME,2008-01-15 21:59:00,72207.0,1878.0,19250.0,True,2021-01-24 00:00:00,ICYMI: #IAVA is working w@TeamRubicon &amp; other vet based orgs to support #CovidVaccine delivery. We're in the pilot… https://t.co/KUDJMEUlvU,"['IAVA', 'CovidVaccine']",Twitter Web App,False,"iava, covidvaccine",icymi iava is working w amp other vet based orgs to support covidvaccine delivery were in the pilot,icymi iava is working w other vet based orgs to support covidvaccine delivery we are in the pilot,fact/announcement,0
Freight News,South Africa,Print and portal source of supply chain information and insights. Shippers wishing to stay on the cusp of all things freight.,2013-03-13 13:47:00,1639.0,944.0,1162.0,True,2021-02-08 10:50:00,"Icao and WCO provide checklist for safe and speedy vaccine rollout

#Covid19 #CovidVaccine #WCO #ICAO #Airfreight… https://t.co/n7oMjjRPxZ","['Covid19', 'CovidVaccine', 'WCO', 'ICAO', 'Airfreight']",Twitter Web App,False,"covid19, covidvaccine, wco, icao, airfreight",icao and wco provide checklist for safe and speedy vaccine rolloutcovid19 covidvaccine wco icao airfreight,icao and wco provide checklist for safe and speedy vaccine rollout covid covidvaccine wco icao airfreight,fact/announcement,0
🇮🇱Yossi Zilberman,"Moscow, Russia","#Diplomat 🇮🇱 The political adviser of the Israeli embassy in Moscow🇷🇺 Foreign, inter-parliamentary & multilateral issues| Not just a 'formal' profile",2015-11-06 14:56:00,10105.0,6877.0,6841.0,True,2021-01-01 05:29:00,"A M A Z I N G! 
#CovidVaccine 👇🏻🇮🇱💉 https://t.co/0kYHi2HOzh",['CovidVaccine'],Twitter for Android,False,covidvaccine,a m a z i n g covidvaccine,a m a z i n g covidvaccine,opinion,1
Colin🌱😷,,,2014-02-26 19:15:00,542.0,376.0,25690.0,True,2021-02-03 14:55:00,"An important reminder from @peoplesvaccine : ""#COVID19 anywhere is a problem everywhere... A #PeoplesVaccine is the… https://t.co/8CyRQXSmhw","['COVID19', 'PeoplesVaccine']",TweetDeck,False,"covid19, peoplesvaccine",an important reminder from covid19 anywhere is a problem everywhere a peoplesvaccine is the,an important reminder from covid anywhere is a problem everywhere a peoplesvaccine is the,fact/announcement,0
Kibble =^.^=,South Florida,LVL 41 Gamer :: Next_Jen on Twitch. Indie Writer. Whovian. INFJ. Critter. Mostly Sarcastic. Crit it like you mean it.,2009-05-05 14:28:00,2444.0,1697.0,174.0,True,2021-01-29 11:50:00,"4K+to 160 #CovidVaccine  appointments available from Publix, in my dad's county...don't think I'll get in. Gotta tr… https://t.co/hXfBZIGVwy",['CovidVaccine'],TweetDeck,False,covidvaccine,4kto 160 covidvaccine appointments available from publix in my dads countydont think ill get in gotta tr,k to covidvaccine appointment available from publix in my dad s county do not think i will get in got to tr,opinion,1
"Motorboat McBedwench, Antifa Temptress 🦩",By the beach ,"Black lives matter. Taylor Swift/ Dan Levy stan account. When in jail, I'm @ibfabulousalso. She/Her",2009-04-22 00:27:00,971.0,684.0,194981.0,False,2021-03-21 02:06:00,"Hey #florida ppl, just so you know, CVS isn't asking for job ID if you go there for  a #CovidVaccine. So hypothetic… https://t.co/ardX7BiBsr","['florida', 'CovidVaccine']",Twitter for iPhone,False,"florida, covidvaccine",hey florida ppl just so you know cvs isnt asking for job id if you go there for a covidvaccine so hypothetic,hey florida ppl just so you know cv is not asking for job id if you go there for a covidvaccine so hypothetic,fact/announcement,0
Farieda Khan,"Cape Town, South Africa","Social and sports historian, patriotic but critical South African",2011-07-17 18:51:00,967.0,1.0,35.0,True,2021-02-06 08:45:00,"@eNCA Yes, we will have wave after wave of #CovidInfections because we don't have the #CovidVaccine for most of the… https://t.co/7VUmVMDVSU","['CovidInfections', 'CovidVaccine']",Twitter Web App,False,"covidinfections, covidvaccine",yes we will have wave after wave of covidinfections because we dont have the covidvaccine for most of the,yes we will have wave after wave of covidinfections because we do not have the covidvaccine for most of the,opinion,1
Donald J. Trump ᶠᵃᵏᵉ,"Washington, DC",FIRED Fake 45th President of the United States of America 🇺🇸,2017-02-04 23:40:00,358.0,49.0,6.0,True,2020-12-27 23:27:00,Liddle Marco Rubio calls lyin' #Fauci a liar and THEN is the first in line to get a #CovidVaccine. A lot of people… https://t.co/J2aT4Ue9XN,"['Fauci', 'CovidVaccine']",Twitter Web App,False,"fauci, covidvaccine",liddle marco rubio calls lyin fauci a liar and then is the first in line to get a covidvaccine a lot of people,liddle marco rubio call lyin fauci a liar and then is the first in line to get a covidvaccine a lot of people,opinion,1
kieran tailor,,60 but in 27 year old man's body | I'm just here to complain about insignificant things that bother me |,2009-04-25 15:35:00,26.0,75.0,58.0,False,2021-02-15 15:11:00,Somebody tell these uncles to stop sharing those WhatsApp chains because Garlic is not the answer! #COVIDVaccine https://t.co/4qo6lrMWkn,['COVIDVaccine'],Twitter for Android,False,covidvaccine,somebody tell these uncles to stop sharing those whatsapp chains because garlic is not the answer covidvaccine,somebody tell these uncle to stop sharing those whatsapp chain because garlic is not the answer covidvaccine,opinion,1
এখন,,¯\_(ツ)_/¯,2009-01-06 09:11:00,315.0,531.0,32925.0,False,2021-03-24 15:54:00,"Poor vaccination is a proof citizens don't trust #bjp 

What are #bjp #bhakts waiting for?
Get vaccinated. Stop was… https://t.co/2Q0dvybtEj","['bjp', 'bjp', 'bhakts']",Twitter Web App,False,"bjp, bjp, bhakts",poor vaccination is a proof citizens dont trust bjp what are bjp bhakts waiting forget vaccinated stop was,poor vaccination is a proof citizen do not trust bjp what are bjp bhakts waiting for get vaccinated stop wa,opinion,1
NDTV,India,"Breaking news alerts from India.

Instagram: https://t.co/TDCRCVHlmd
YouTube: https://t.co/ocjlisfywV",2009-05-01 20:34:00,14419970.0,15.0,2.0,True,2021-01-12 10:16:00,#CovidVaccine | NDTV’s Shonakshi Chakravarty reports from Bengaluru’s Anand Rao facility storage https://t.co/8zEDkPAIID,['CovidVaccine'],Twitter Media Studio - LiveCut,False,covidvaccine,covidvaccine ndtvs shonakshi chakravarty reports from bengalurus anand rao facility storage,covidvaccine ndtv s shonakshi chakravarty report from bengaluru s anand rao facility storage,fact/announcement,0
CNOBME_StrategyGrp,"London, England",We are an experienced group of Nurses & Midwives providing strategic advice to support equity issues across portfolio of @CNOEngland. Chair - Felicia Kwaku,2017-09-11 16:31:00,1540.0,431.0,2416.0,False,2021-02-23 18:04:00,"Dr @RaeesLunat 
National Medical Director’s #NHS Clinical Fellow #NHS working with #COVIDVaccination team acknowled… https://t.co/hWtACpPceu","['NHS', 'NHS', 'COVIDVaccination']",Twitter for iPhone,False,"nhs, nhs, covidvaccination",dr national medical directors nhs clinical fellow nhs working with covidvaccination team acknowled,dr national medical director s nh clinical fellow nh working with covidvaccination team acknowled,fact/announcement,0
Mackenzie Quinn - NBC Montana,"Butte, MT",Multimedia Journalist at KTVM 📺 Dog content lover 🐶 Have a story? Send me a message! 📥,2019-05-01 02:12:00,302.0,504.0,2314.0,True,2021-04-07 15:50:00,"WOW! Plenty of spots available for Butte’s first dose vaccination event today. #CovidVaccine 

Plus, now openings f… https://t.co/3I0oSGlqjq",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,wow plenty of spots available for buttes first dose vaccination event today covidvaccine plus now openings f,wow plenty of spot available for butte s first dose vaccination event today covidvaccine plus now opening f,fact/announcement,0
Asha Bowen,"Perth, Western Australia","Clinician Scientist, impetigo, scabies, Aboriginal Health, infectious diseases, Staphylococcus aureus, Strep A",2013-03-16 05:25:00,961.0,679.0,3279.0,False,2021-03-12 06:21:00,I just joined the fortunate millions who have already received #CovidVaccine. Feeling privileged and hope we can ra… https://t.co/FqYat9xsRb,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,i just joined the fortunate millions who have already received covidvaccine feeling privileged and hope we can ra,i just joined the fortunate million who have already received covidvaccine feeling privileged and hope we can ra,opinion,1
Georgia State University • School of Public Health,"Atlanta, Georgia","Advancing public health through education, research, and service. Urban Focus | Global Reach",2013-03-06 14:28:00,2205.0,1678.0,2719.0,True,2021-02-11 13:56:00,#GSUPublicHealth’s experts in the news: Can you still spread #COVID19 after receiving both vaccine doses? After jus… https://t.co/YoW8XbXuDi,"['GSUPublicHealth', 'COVID19']",Twitter Web App,False,"gsupublichealth, covid19",gsupublichealths experts in the news can you still spread covid19 after receiving both vaccine doses after jus,gsupublichealth s expert in the news can you still spread covid after receiving both vaccine dos after jus,fact/announcement,0
tuedaynightlive,,Just believe that their is life after dumb voters,2019-10-03 18:47:00,52.0,85.0,1953.0,True,2021-02-01 17:28:00,#GOPComplicitTraitors #CovidVaccine #bbcnews  #GOPDomesticTerrorists For someone wealthy and Rich like Senator Coll… https://t.co/uI9kByPv6O,"['GOPComplicitTraitors', 'CovidVaccine', 'bbcnews', 'GOPDomesticTerrorists']",Twitter Web App,False,"gopcomplicittraitors, covidvaccine, bbcnews, gopdomesticterrorists",gopcomplicittraitors covidvaccine bbcnews gopdomesticterrorists for someone wealthy and rich like senator coll,gopcomplicittraitors covidvaccine bbcnews gopdomesticterrorists for someone wealthy and rich like senator coll,fact/announcement,0
